make;model;version;doors;gross_price;nett_price;hp
Lexus;IS220d;Sport;4;44285;28488,66;177
Lexus;IS220d;Executive;4;48195;31159,25;177
Lexus;IS250;Executive;4;51520;31949,46;208
Lexus;IS220d;Business Style;4;40250;25732,36;177
Lexus;IS250;Business Style Automaat;4;43275;26317,63;208
Lexus;IS250;Sport;4;47600;29271,87;208
Renault;Master;L2H1 T35 dCi 135 EU6 FWD;2;48739,98;30540;135
Renault;Master;L3H1 T35 dCi 135 EU6 FWD;2;50168,28;31440;135
Renault;Master;L3H1 T35 dCi 135 EU6 FWD DC;4;52072,68;32640;135
Renault;Master;L2H1 T35 ENERGY dCi 180 EU6 FWD;2;48263,88;30240;180
Renault;Master;L1H2 T33 ENERGY dCi 150 EU6 FWD;4;47946,48;30040;150
Renault;Master;L2H2 T33 ENERGY dCi 150 EU6 FWD;4;49374,78;30940;150
Mercedes-Benz;S-Klasse Coupe;Mercedes-AMG S 63;2;217400;143931;585
IVECO;Daily;35S12 2.3 3750;2;49271,62;30875;116
IVECO;Daily;35S14 2.3 3000;2;49938,16;31295;136
IVECO;Daily;35S16 2.3 3000;2;51842,56;32495;156
IVECO;Daily;35S12 2.3 3000;2;51256,76;32595;116
Volkswagen;Crafter;50(3.5t) 2.0TDI 100kW BMT L4H3;4;59768;37490;136
Volkswagen;Crafter;35 2.0TDI 80kW BMT L2H3;4;50295;31520;109
Volkswagen;Crafter;32 2.0TDI 80kW BMT L2H3;4;48009;30080;109
Volkswagen;Crafter;35 2.0TDI 80kW BMT L4H3;4;53199;33350;109
Volkswagen;Crafter;50 2.0TDI 84kW BMT L4H3 Euro VI;4;47056,9;38890;114
Volkswagen;Crafter;50(3.5t) 2.0TDI 120kW BMT L3H3;4;60705;38080;163
Volkswagen;Crafter;35 2.0TDI 120kW BMT L2H3;4;53659;33640;163
Volkswagen;Crafter;35 2.0TDI 120kW BMT L4H3 Euro VI;4;58467;36670;163
Volkswagen;Crafter;35 2.0TDI 80kW BMT L3H3;4;52468;32890;109
Volkswagen;Crafter;32 2.0TDI 120kW BMT L2H3;4;51374;32200;163
Volkswagen;Crafter;50 2.0TDI 120kW BMT L2H3;4;45955,8;37980;163
Volkswagen;Crafter;50(3.5t) 2.0TDI 120kW BMT L2H3;4;58531;36710;163
Volkswagen;Crafter;50(3.5t) 2.0TDI 120kW BMT L4H3 Euro VI;4;63340;39740;163
Volkswagen;Crafter;50(3.5t) 2.0TDI 120kW BMT L3H3 Euro VI;4;62609;39280;163
Volkswagen;Crafter;50 2.0TDI 120kW BMT L2H3 EuroVI;4;47407,8;39180;163
Volkswagen;Crafter;35 2.0TDI 120kW BMT L3H3;4;55832;35010;163
Volkswagen;Crafter;32 2.0TDI 80kW BMT L3H3;4;50183;31450;109
Volkswagen;Crafter;50 2.0TDI 84kW BMT L2H3 EuroVI;4;44842,6;37060;114
Volkswagen;Crafter;35 2.0TDI 120kW BMT L4H3;4;56563;35470;163
Volkswagen;Crafter;50 2.0TDI 100kW BMT L3H3;4;46343;38300;136
Volkswagen;Crafter;50 2.0TDI 80kW BMT L2H3;4;43390,6;35860;109
Volkswagen;Crafter;50 2.0TDI 120kW BMT L4H3;4;48170,1;39810;163
Volkswagen;Crafter;50(3.5t) 2.0TDI 120kW BMT L4H3;4;61435;38540;163
Volkswagen;Crafter;35 2.0TDI 100kW BMT L2H3;4;51993;32590;136
Volkswagen;Crafter;50 2.0TDI 100kW BMT L2H3;4;44685,3;36930;136
Volkswagen;Crafter;50(3.5t) 2.0TDI 84kW BMT L3H3 Euro VI;4;59245;37160;114
Volkswagen;Crafter;50(3.5t) 2.0TDI 100kW BMT L2H3;4;56865;35660;136
Volkswagen;Crafter;50(3.5t) 2.0TDI 100kW BMT L3H3;4;59038;37030;136
Volkswagen;Crafter;50(3.5t) 2.0TDI 80kW BMT L3H3;4;57341;35960;109
Volkswagen;Crafter;50(3.5t) 2.0TDI 80kW BMT L2H3;4;55167;34590;109
Volkswagen;Crafter;50(3.5t) 2.0TDI 84kW BMT L2H3 EuroVI;4;57071;35790;114
Volkswagen;Crafter;50 2.0TDI 120kW BMT L3H3;4;47613,5;39350;163
Volkswagen;Crafter;50(3.5t) 2.0TDI 80kW BMT L4H3;4;58070;36420;109
Volkswagen;Crafter;32 2.0TDI 100kW BMT L2H3;4;49708;31150;136
Volkswagen;Crafter;50 2.0TDI 80kW BMT L3H3;4;45048,3;37230;109
Volkswagen;Crafter;35 2.0TDI 84kW BMT L4H3 Euro VI;4;55103;34550;114
Volkswagen;Crafter;32 2.0TDI 100kW BMT L3H3;4;51881;32520;136
Volkswagen;Crafter;50 2.0TDI 120kW BMT L3H3 Euro VI;4;49065,5;40550;163
Volkswagen;Crafter;50(3.5t) 2.0TDI 84kW BMT L4H3 Euro VI;4;59974;37620;114
Volkswagen;Crafter;50(3.5t) 2.0TDI 120kW BMT L2H3 EuroVI;4;60435;37910;163
Volkswagen;Crafter;50 2.0TDI 84kW BMT L3H3 Euro VI;4;46500,3;38430;114
Volkswagen;Crafter;32 2.0TDI 120kW BMT L3H3;4;53548;33570;163
Volkswagen;Crafter;50 2.0TDI 80kW BMT L4H3;4;45604,9;37690;109
Volkswagen;Crafter;35 2.0TDI 100kW BMT L3H3;4;54167;33960;136
Volkswagen;Crafter;50 2.0TDI 100kW BMT L4H3;4;46899,6;38760;136
Volkswagen;Crafter;50 2.0TDI 120kW BMT L4H3 Euro VI;4;49622,1;41010;163
Volkswagen;Crafter;35 2.0TDI 100kW BMT L4H3;4;54896;34420;136
IVECO;Daily;35S14 2.3 3000;2;53161,16;33795;136
IVECO;Daily;35S16 2.3 3000;2;55065,56;34995;156
IVECO;Daily;70C18 3.0 4350;2;61316,75;50675;180
IVECO;Daily;70C18 3.0 3750;2;59864,75;49475;180
IVECO;Daily;70C18 3.0 3450;2;59501,75;49175;180
IVECO;Daily;50C18 3.0 4750;2;55581,35;45935;180
IVECO;Daily;50C18 3.0 4350;2;55218,35;45635;180
IVECO;Daily;50C18 3.0 3750;2;53766,35;44435;180
IVECO;Daily;50C18V 3.0 4100 H3;4;59271,85;48985;180
IVECO;Daily;50C18V 3.0 4100 H2;4;58182,85;48085;180
IVECO;Daily;40C18V 3.0 4100 H3;4;57033,35;47135;180
IVECO;Daily;40C18V 3.0 4100 H2;4;55944,35;46235;180
IVECO;Daily;35S18V 3.0 4100 H3;4;64110,08;40225;180
IVECO;Daily;35S18V 3.0 4100 H2;4;62681,78;39325;180
IVECO;Daily;35S18V 3.0 3000 H1;4;56206,82;35245;180
IVECO;Daily;35C18V 3.0 4100 H3;4;70235,9;44085;180
IVECO;Daily;35C18V 3.0 4100 H2;4;68807,6;43185;180
IVECO;Daily;70C18 3.0 4750;2;61679,75;50975;180
IVECO;Daily;35S18 3.0 3750;2;56889,22;35675;180
IVECO;Daily;35S18 3.0 3450;2;56413,12;35375;180
IVECO;Daily;35S18 3.0 3000;2;55651,36;34895;180
IVECO;Daily;35C18 3.0 4100;2;63554,62;39875;180
IVECO;Daily;35S15D 3.0 3750 DC;4;62127;38975;150
IVECO;Daily;35S15D 3.0 3450 DC;4;61175;38375;150
IVECO;Daily;35S17D 3.0 4100 DC;4;65460;41075;180
IVECO;Daily;35S16D 2.3 4100 DC;4;61651;38675;156
IVECO;Daily;35S14D 2.3 4100 DC;4;59746;37475;136
IVECO;Daily;35S12D 2.3 4100 DC;4;57842;36275;116
IVECO;Daily;50C18 3.0 3450;2;53403,35;44135;180
IVECO;Daily;40C18 3.0 4100;2;51890,85;42885;180
IVECO;Daily;40C18 3.0 3750;2;51527,85;42585;180
IVECO;Daily;40C18 3.0 3450;2;51164,85;42285;180
IVECO;Daily;40C18 3.0 3000;2;50584,05;41805;180
Citro�n;C5 Aircross;PureTech 180 S&S Shine EAT8;5;42050;29466;181
Citro�n;C5 Aircross;PureTech 130 S&S Shine;5;36750;26169;131
Citro�n;C5 Aircross;PureTech 180 S&S Feel EAT8;5;39150;26853;181
IVECO;Daily;35C17D 3450 DC;4;70221;44075;180
IVECO;Daily;35S17D 3.0 3450 DC;4;64031;40175;180
IVECO;Daily;35C17D 4100 DC;4;71649;44975;180
IVECO;Daily;35C17D 3750 DC;4;71173;44675;180
IVECO;Daily;35C18 3.0 3750;2;63078,52;39575;180
IVECO;Daily;35C18 3.0 3450;2;62602,42;39275;180
IVECO;Daily;35C18 3.0 3000;2;61840,66;38795;180
IVECO;Daily;50C18 3.0 4750;2;59816,35;49435;180
IVECO;Daily;50C18 3.0 4350;2;59453,35;49135;180
IVECO;Daily;50C18 3.0 3750;2;57396,35;47435;180
IVECO;Daily;50C18 3.0 3450;2;56065,35;46335;180
IVECO;Daily;40C18 3.0 4100;2;55520,85;45885;180
IVECO;Daily;40C18 3.0 3750;2;55157,85;45585;180
IVECO;Daily;40C18 3.0 3450;2;53826,85;44485;180
IVECO;Daily;40C18 3.0 3000;2;53609,05;44305;180
IVECO;Daily;35S18 3.0 3750;2;60757,22;38675;180
IVECO;Daily;35S18 3.0 3450;2;59249,12;37575;180
IVECO;Daily;35S18 3.0 3000;2;58874,36;37395;180
IVECO;Daily;70C18D 3.0 4350 DC;4;64462,75;53275;180
IVECO;Daily;70C18D 3.0 3750 DC;4;63010,75;52075;180
IVECO;Daily;70C18D 3.0 3450 DC;4;62647,75;51775;180
IVECO;Daily;50C18D 3.0 4350 DC;4;58364,35;48235;180
IVECO;Daily;50C18D 3.0 3750 DC;4;56912,35;47035;180
IVECO;Daily;50C18D 3.0 3450 DC;4;56549,35;46735;180
IVECO;Daily;40C18D 3.0 4100 DC;4;55036,85;45485;180
Renault Trucks;Maxity;150.35/6 Detar� L2;2;44312,25;27750;150
Renault Trucks;Maxity;150.35/6 Detar� L1;2;44312,25;27750;150
Renault Trucks;Maxity;140.35/6 Detar� L3;2;41725,44;26120;136
Renault Trucks;Maxity;140.35/6 Detar� L2;2;41725,44;26120;136
Renault Trucks;Maxity;140.35/6 Detare L1;2;41725,44;26120;136
IVECO;Daily;35C18 3.0 4100;2;67422,62;42875;180
IVECO;Daily;35C18 3.0 3450;2;65438,42;41475;180
IVECO;Daily;35C18 3.0 3750;2;66946,52;42575;180
IVECO;Daily;35C18 3.0 3000;2;65063,66;41295;180
IVECO;Daily;70C15D 3.0 4750 DC;4;62647,75;51775;150
IVECO;Daily;70C15D 3.0 4350 DC;4;62284,75;51475;150
IVECO;Daily;70C15D 3.0 3450 DC;4;60469,75;49975;150
IVECO;Daily;70C18D 3.0 4750 DC;4;64825,75;53575;180
IVECO;Daily;40C18D 3.0 3750 DC;4;54673,85;45185;180
IVECO;Daily;40C18D 3.0 3450 DC;4;54310,85;44885;180
IVECO;Daily;35S18D 3.0 3750 DC;4;61015;38275;180
IVECO;Daily;35S18D 3.0 3450 DC;4;60539;37975;180
IVECO;Daily;35C18D 3.0 4100 DC;4;67681;42475;180
IVECO;Daily;35C18D 3.0 3750 DC;4;67205;42175;180
IVECO;Daily;35C18D 3.0 3450 DC;4;66729;41875;180
IVECO;Daily;50C18D 4350 DC;4;61994,35;51235;180
IVECO;Daily;50C18D 3750 DC;4;59937,35;49535;180
IVECO;Daily;50C18D 3450 DC;4;59211,35;48935;180
IVECO;Daily;40C18D 4100 DC;4;58061,85;47985;180
IVECO;Daily;40C18D 3750 DC;4;57698,85;47685;180
IVECO;Daily;40C18D 3450 DC;4;56972,85;47085;180
IVECO;Daily;35S17D 3.0 3750 DC;4;64983;40775;180
Renault Trucks;Maxity;150.35/6 Detar� L3;2;44312,25;27750;150
IVECO;Daily;70C14GD 4350 DC;4;53784,5;44450;136
IVECO;Daily;65C14N D 4350 DC;4;52471,65;43365;136
Renault Trucks;Maxity;120.35/5 L1;2;37186,62;23260;122
Renault Trucks;Maxity;120.35/5 L2;2;37186,62;23260;122
Renault Trucks;Maxity;120.35/5 L3;2;37186,62;23260;122
Renault Trucks;Maxity;140.35/6 L1;2;39773,43;24890;136
Renault Trucks;Maxity;140.35/6 L2;2;39773,43;24890;136
Isuzu;D-Max;1.9L D 4WD Double Cab LS;4;45026,4;28200;164
Renault Trucks;Maxity;120.35/5 Kipper L1;2;43137,87;27010;122
Renault Trucks;Maxity;120.35/5 Kipper + Koffer L2;2;44486,82;27860;122
Renault Trucks;Maxity;140.35/6 Kipper L1;2;45724,68;28640;136
Renault Trucks;Maxity;140.35/6 Kipper + Koffer L2;2;47073,63;29490;136
Renault Trucks;Maxity;150.35/6 Kipper L1;2;48311,49;30270;150
Renault Trucks;Maxity;150.35/6 Kipper + Koffer L2;2;49660,44;31120;150
Renault Trucks;Maxity;140.35/6 DC Kipper L2;4;49993,71;31330;136
Renault Trucks;Maxity;150.35/6 DC Kipper L2;4;51231,57;32110;150
IVECO;Daily;70C15 3.0 4750;2;59501,75;49175;150
IVECO;Daily;35S15V 3.0 3520 H1;4;54905;34425;150
IVECO;Daily;35S15V 3.0 3520 H2;4;56334;35325;150
IVECO;Daily;35S15V 3.0 3520L H2;4;57445;36025;150
IVECO;Daily;35S15V 3.0 3520L H3;4;58873;36925;150
IVECO;Daily;35S15V 3.0 3000 H1;4;53350;33445;150
IVECO;Daily;35S15V 3.0 4100 H3;4;61253;38425;150
IVECO;Daily;35S15V 3.0 4100 H2;4;59825;37525;150
Renault Trucks;Maxity;140.35/6 L3;2;39773,43;24890;136
Renault Trucks;Maxity;150.35/6 L1;2;42360,24;26520;150
Renault Trucks;Maxity;150.35/6 L2;2;42360,24;26520;150
Renault Trucks;Maxity;150.35/6 L3;2;42360,24;26520;150
Renault Trucks;Maxity;150.45/6 L1;2;33940,5;28050;150
Renault Trucks;Maxity;150.45/6 L2;2;33940,5;28050;150
Renault Trucks;Maxity;150.45/6 L3;2;33940,5;28050;150
IVECO;Daily;70C15 3.0 4350;2;59138,75;48875;150
IVECO;Daily;70C15 3.0 3750;2;57686,75;47675;150
IVECO;Daily;70C15 3.0 3450;2;57323,75;47375;150
IVECO;Daily;70C14G 4750;2;52193,35;43135;136
IVECO;Daily;70C15D 3.0 3750 DC;4;60832,75;50275;150
IVECO;Daily;35S14N 3750;2;49659,7;32100;136
Renault Trucks;Maxity;140.35/6 L2 DC;4;42693,51;26730;136
Renault Trucks;Maxity;140.35/6 L3 DC;4;42693,51;26730;136
Renault Trucks;Maxity;150.35/6 L3 DC;4;45280,32;28360;150
Renault Trucks;Maxity;150.35/6 L2 DC;4;45280,32;28360;150
Isuzu;D-Max;1.9L D 4WD Extended Cab LS;4;42804,6;26800;164
IVECO;Daily;35C14N D 4100 DC;4;57935,9;37315;136
Nissan;370Z;3.7 V6 Nismo;3;115300;40163,64;344
Mazda;Mazda2;1.5 SKYACTIV-D 105 GT-M;5;24000;16709;105
Kia;Sportage;1.6 Gdi ComfortLine;5;32505;18185,12;132
Kia;Niro;1.6 GDi Hybrid DynamicLine;5;28640;22473,55;141
Mazda;CX-5;2.0 SKYACTIV-G 6AT SKY LUX Pure White;5;39950;24694;165
Isuzu;D-Max;1.9L D 4WD Double Cab LSX Auto;4;51215,7;32100;164
Isuzu;D-Max;1.9L D 4WD Double Cab LSX;4;48993,9;30700;164
Isuzu;D-Max;1.9L D 4WD Double Cab L Airco;4;40741,5;25500;164
IVECO;Daily;35C12 2.3 3000;2;54223,06;33995;116
Citro�n;C5 Aircross;PureTech 130 S&S Feel;5;33850;23555;131
Citro�n;C5 Aircross;BlueHDi 130 S&S Business Plus EAT8;5;39000;26147;131
Citro�n;C5 Aircross;PureTech 180 S&S Business Plus EAT8;5;39500;27359;181
IVECO;Daily;35C12 2.3 3450;2;54984,82;34475;116
IVECO;Daily;35C12 2.3 3750;2;55460,92;34775;116
IVECO;Daily;35C14 2.3 3000;2;56127,46;35195;136
IVECO;Daily;35C14 2.3 3450;2;56889,22;35675;136
IVECO;Daily;35C14 2.3 3750;2;57365,32;35975;136
Nissan;NV200;1.5dCi 110 PK Optima SSD;4;28246,53;17630;110
Ford;Mustang;Fastback 2.3 EcoBoost M6;2;69290;32630;290
MINI;Countryman;Cooper Business Edition ALL4 Automaat;5;40513;27547;136
MINI;Countryman;Cooper Business Edition ALL4;5;40467;26720;136
Ford;Transit Courier;Trend 1.5 TDCi 75 pk;4;21698;13500;75
Ford;Transit Courier;Ambiente 1.5 TDCi 75 pk;3;19793;12300;75
Ford;Transit Courier;Trend 1.0 Ecoboost;4;17444;11800;100
Ford;Transit Courier;Ambiente 1.0 Ecoboost;3;15539;10600;100
IVECO;Daily;35S12 2.3 3450;2;48795,52;30575;116
IVECO;Daily;35S12V 2.3 4100 H2;4;55064,18;34525;116
IVECO;Daily;35S12V 2.3 4100 H3;4;56492,48;35425;116
IVECO;Daily;35S14V 2.3 4100 H2;4;56968,58;35725;136
IVECO;Daily;35S14V 2.3 4100 H3;4;58396,88;36625;136
IVECO;Daily;35S12 2.3 3750;2;53139,62;33875;116
IVECO;Daily;35S14 2.3 3450;2;50699,92;31775;136
IVECO;Daily;35S14 2.3 3450;2;53535,92;33975;136
IVECO;Daily;35S14 2.3 3750;2;51176,02;32075;136
IVECO;Daily;35C16 2.3 4100;2;63613,82;40475;156
IVECO;Daily;35C16 2.3 3750;2;63137,72;40175;156
IVECO;Daily;35C16 2.3 3450;2;61629,62;39075;156
IVECO;Daily;35C12D 4100 DC;4;64031;40175;116
IVECO;Daily;35C14D 3450 DC;4;64507;40475;136
IVECO;Daily;35C14D 3750 DC;4;65460;41075;136
IVECO;Daily;35C14D 2.3 4100 DC;4;61968;38875;136
IVECO;Daily;35C14D 4100 DC;4;65936;41375;136
IVECO;Daily;35C15D 3750 DC;4;68316;42875;150
IVECO;Daily;35C15D 3.0 4100 DC;4;64824;40675;150
IVECO;Daily;35C12 2.3 3000;2;57446,06;36495;116
IVECO;Daily;35C12 2.3 3450;2;57820,82;36675;116
IVECO;Daily;35C12 2.3 3750;2;59328,92;37775;116
Ford;Transit Courier;Trend 1.5 TDCi 100 pk;4;22491;14000;100
IVECO;Daily;35C15D 4100 DC;4;68792;43175;150
IVECO;Daily;35C15D 3450 DC;4;67364;42275;150
IVECO;Daily;35S12V 2.3 3000 H1;4;48589,22;30445;116
IVECO;Daily;35S14V 2.3 3000 H1;4;50493,62;31645;136
IVECO;Daily;35S16V 2.3 3000 H1;4;52398,02;32845;156
IVECO;Daily;35C15 3.0 3450;2;59745,82;37475;150
IVECO;Daily;35C15 3.0 3750;2;60221,92;37775;150
IVECO;Daily;35C15D 3.0 3450 DC;4;63872;40075;150
IVECO;Daily;35C15 3.0 4100;2;60698,02;38075;150
IVECO;Daily;35C15D 3.0 3750 DC;4;64348;40375;150
IVECO;Daily;35C12 2.3 4100;2;55937,02;35075;116
IVECO;Daily;35C14 2.3 4100;2;57841,42;36275;136
IVECO;Daily;35C14D 2.3 3750 DC;4;61492;38575;136
IVECO;Daily;35C14V 2.3 4100 H3;4;64522,7;40485;136
IVECO;Daily;35C15V 3.0 4100 H3;4;67379,3;42285;150
IVECO;Daily;35S12 2.3 3000;2;48033,76;30095;116
Ford;Mustang;Convertible 2.3 EcoBoost M6;2;73895;36436;290
Fiat;Talento;1.6MJ 92kW SX Ecojet L2H2;4;42725;26750;125
Fiat;Talento;1.6MJ 92kW Basis Ecojet L2H2;4;40345;25250;125
IVECO;Daily;35C16 2.3 4100;2;59745,82;37475;156
IVECO;Daily;35C16 2.3 3750;2;59269,72;37175;156
IVECO;Daily;35C16 2.3 3450;2;58793,62;36875;156
IVECO;Daily;35C16 2.3 3000;2;58031,86;36395;156
IVECO;Daily;35C15 3.0 3750;2;64089,92;40775;150
IVECO;Daily;35C15 3.0 4100;2;64566,02;41075;150
IVECO;Daily;35C12D 3450 DC;4;62603;39275;116
IVECO;Daily;35C12D 2.3 3750 DC;4;59587;37375;116
IVECO;Daily;35C12D 3750 DC;4;63555;39875;116
IVECO;Daily;35C12D 2.3 4100 DC;4;60063;37675;116
IVECO;Daily;35C12D 2.3 3450 DC;4;59111;37075;116
IVECO;Daily;35C14V 2.3 4100 H2;4;63094,4;39585;136
IVECO;Daily;35C14D 2.3 3450 DC;4;61015;38275;136
IVECO;Daily;35C15V 3.0 4100 H2;4;65951;41385;150
IVECO;Daily;35C15 3.0 3000;2;58984,06;36995;150
IVECO;Daily;35S14 2.3 3750;2;55044,02;35075;136
IVECO;Daily;35S16 2.3 3450;2;52604,32;32975;156
IVECO;Daily;35S16 2.3 3450;2;55440,32;35175;156
IVECO;Daily;35S16 2.3 3750;2;53080,42;33275;156
IVECO;Daily;35S16 2.3 3750;2;56948,42;36275;156
IVECO;Daily;35S12D 2.3 3450 DC;4;52922;33175;116
IVECO;Daily;35S12D 2.3 3450 DC;4;56414;35375;116
IVECO;Daily;35S12D 2.3 3750 DC;4;53398;33475;116
IVECO;Daily;35S12D 2.3 3750 DC;4;57366;35975;116
IVECO;Daily;35S14D 2.3 3450 DC;4;54826;34375;136
IVECO;Daily;35S14D 2.3 3450 DC;4;58318;36575;136
IVECO;Daily;35S14D 2.3 3750 DC;4;55302;34675;136
IVECO;Daily;35S14D 2.3 3750 DC;4;59270;37175;136
IVECO;Daily;35S16D 2.3 3450 DC;4;56731;35575;156
IVECO;Daily;35S16D 2.3 3450 DC;4;60223;37775;156
IVECO;Daily;35S16D 2.3 3750 DC;4;57207;35875;156
IVECO;Daily;35S16D 2.3 3750 DC;4;61175;38375;156
IVECO;Daily;35C12 2.3 4100;2;59805,02;38075;116
IVECO;Daily;35C14 2.3 3000;2;59350,46;37695;136
IVECO;Daily;35C14 2.3 3450;2;59725,22;37875;136
IVECO;Daily;35C14 2.3 3750;2;61233,32;38975;136
IVECO;Daily;35C14 2.3 4100;2;61709,42;39275;136
IVECO;Daily;35C15 3.0 3000;2;62207,06;39495;150
IVECO;Daily;35C15 3.0 3450;2;62581,82;39675;150
IVECO;Daily;35S16V 2.3 4100 H2;4;58872,98;36925;156
IVECO;Daily;35S16V 2.3 4100 H3;4;60301,28;37825;156
IVECO;Daily;35C12V 2.3 4100 H2;4;61190;38385;116
IVECO;Daily;35C12V 2.3 4100 H3;4;62618,3;39285;116
IVECO;Daily;35S12 2.33450;2;51631,52;32775;116
Fiat;Talento;1.6MJ 70kW Actual L2H1;4;30505;19050;95
Fiat;Talento;1.6MJ 70kW SX L2H1;4;38440;24050;95
Fiat;Talento;1.6MJ 88kW SX GVW 2.900 L1H1;4;39234;24550;120
IVECO;Daily;50C15V 3.0 4100L H2;4;59997,85;49585;150
IVECO;Daily;50C15V 3.0 3520L H3;4;55278,85;45685;150
IVECO;Daily;50C15V 3.0 3520L H2;4;54189,85;44785;150
IVECO;Daily;50C15V 3.0 3520 H2;4;53342,85;44085;150
IVECO;Daily;50C15V 3.0 3520 H1;4;52253,85;43185;150
Renault Trucks;Master;2.3 DCI 4T5 RWD 130EVI L2H1 RTWD DC;4;38441,7;31770;130
Renault Trucks;Master;2.3 DCI 3T5 RWD 130EVI L3H1 RTWD DC;4;49026;30720;130
Renault Trucks;Master;2.3 DCI 3T5 RWD 130EVI L3H1 EL DC;4;45677;28610;130
Renault Trucks;Master;2.3 DCI 3T5 RWD 130EVI L2H1 RTWD DC;4;47962;30050;130
Renault Trucks;Master;2.3 DCI 3T5 RWD 130EVI L2H1 EL DC;4;44614;27940;130
IVECO;Daily;35C12V 2.3 4100L H2;4;66427,1;41685;116
IVECO;Daily;35C12V 2.3 3520L H3;4;60237,8;37785;116
IVECO;Daily;35C12V 2.3 3520L H2;4;58809,5;36885;116
IVECO;Daily;35C12V 2.3 3520 H2;4;57698,6;36185;116
IVECO;Daily;35C12V 2.3 3520 H1;4;56270,3;35285;116
IVECO;Daily;35S18V 3.0 3520L H3;4;61729,58;38725;180
IVECO;Daily;35S18V 3.0 3520L H2;4;60301,28;37825;180
IVECO;Daily;35S18V 3.0 3520 H2;4;59190,38;37125;180
IVECO;Daily;35S18V 3.0 3520 H1;4;57762,08;36225;180
IVECO;Daily;35S16V 2.3 3520L H3;4;57920,78;36325;156
IVECO;Daily;35S16V 2.3 3520L H2;4;56492,48;35425;156
IVECO;Daily;35S16V 2.3 3520 H2;4;55381,58;34725;156
IVECO;Daily;35S16V 2.3 3520 H1;4;53953,28;33825;156
IVECO;Daily;35S14V 2.3 3520L H2;4;54588,08;34225;136
IVECO;Daily;35S14V 2.3 3520L H3;4;56016,38;35125;136
IVECO;Daily;35S14V 2.3 3520 H2;4;53477,18;33525;136
IVECO;Daily;35S14V 2.3 3520 H1;4;52048,88;32625;136
IVECO;Daily;35S12V 2.3 3520L H3;4;54111,98;33925;116
IVECO;Daily;35S12V 2.3 3520L H2;4;52683,68;33025;116
IVECO;Daily;35S12V 2.3 3520 H2;4;51572,78;32325;116
IVECO;Daily;35S12V 2.3 3520 H1;4;50144,48;31425;116
IVECO;Daily;35S18 3.0 4100;2;61233,32;38975;180
IVECO;Daily;35S16 2.3 4100;2;57424,52;36575;156
IVECO;Daily;35S14 2.3 4100;2;55520,12;35375;136
IVECO;Daily;35S12 2.3 4100;2;53615,72;34175;116
IVECO;Daily;70C14GV 4100L H2;4;62926,05;52005;136
IVECO;Daily;70C14GV 4100L H3;4;63900,1;52810;136
IVECO;Daily;70C14GV 4100 H2;4;57668,6;47660;136
IVECO;Daily;70C14GV 4100 H3;4;58642,65;48465;136
IVECO;Daily;65C14NV 4100L H2;4;61613,2;50920;136
IVECO;Daily;65C14NV 4100L H3;4;62587,25;51725;136
Citro�n;C5 Aircross;PureTech 130 S&S Business Plus;5;34200;24061;131
Citro�n;C5 Aircross;BlueHDi 130 S&S Business EAT8;5;36700;23883;131
Citro�n;C5 Aircross;PureTech 130 S&S Business;5;31900;21944;131
Citro�n;C5 Aircross;PureTech 180 S&S Business EAT8;5;37200;25241;181
IVECO;Daily;70C14G 3450;2;50553,8;41780;136
IVECO;Daily;70C14G 3750;2;50922,85;42085;136
Mercedes-Benz;GLS;GLS 500 4MATIC;5;171340;88250;455
IVECO;Daily;40C18V 3.0 3520 H2;4;53282,35;44035;180
IVECO;Daily;40C18V 3.0 3520 H1;4;52193,35;43135;180
IVECO;Daily;40C18V 3.0 3520L H3;4;55218,35;45635;180
IVECO;Daily;40C18V 3.0 3520L H2;4;54129,35;44735;180
IVECO;Daily;40C18V 3.0 4100L H3;4;61026,35;50435;180
IVECO;Daily;40C18V 3.0 4100L H2;4;59937,35;49535;180
Renault Trucks;Master;2.3 DCI 3T5 RWD 165EVI L3H1 EL;4;51851;32500;165
Renault Trucks;Master;2.3 DCI 3T5 RWD 165EVI L2H1 EL;4;50343;31550;165
Renault Trucks;Master;2.3 DCI 3T5 RWD 145EVI L3H1 EL;4;49311;30900;145
Renault Trucks;Master;2.3 DCI 3T5 RWD 145EVI L2H1 EL;4;47804;29950;145
Renault Trucks;Master;2.3 DCI 3T5 RWD 130EVI L3H1 EL;4;47407;29700;130
IVECO;Daily;40C15 3.0 3750;2;52979,85;43785;150
IVECO;Daily;70C15D 3.0 4100 DC;4;61195,75;50575;150
IVECO;Daily;50C18D 3.0 4100 DC;4;57275,35;47335;180
IVECO;Daily;50C15D 3.0 4100 DC;4;55097,35;45535;150
IVECO;Daily;70C18 3.0 4100;2;60227,75;49775;180
IVECO;Daily;40C15V 3.0 3520 H2;4;51104,35;42235;150
IVECO;Daily;40C15V 3.0 3520 H1;4;50015,35;41335;150
IVECO;Daily;40C15V 3.0 3520L H3;4;53040,35;43835;150
IVECO;Daily;40C15V 3.0 3520L H2;4;51951,35;42935;150
IVECO;Daily;40C15V 3.0 4100L H3;4;58848,35;48635;150
IVECO;Daily;40C15V 3.0 4100L H2;4;57759,35;47735;150
IVECO;Daily;35C18V 3.0 4100L H3;4;75473;47385;180
IVECO;Daily;35C18V 3.0 4100L H2;4;74044,7;46485;180
IVECO;Daily;35C18V 3.0 3520L H3;4;67855,4;42585;180
